id	prompt_tokens	target_tokens	nll	avg_nll	first_match	greedy_lcp	api_ref_tokens	api_target_tokens	api_target_mae	api_target_mean_delta	api_top_items	api_top_mapped	api_top_coverage	api_top1_count	api_top1_match	api_top1_rate	api_topn_ref	api_topn_hit	api_topn_recall	api_top_logprob_count	api_top_mae	api_top_mean_delta	api_pair_total	api_pair_agree	api_pair_rate
case_068	25	24	2.718675381	0.113278141	1	24	24	24	0.034461959	0.019868684	480	479	0.997916667	24	24	1.000000000	479	424	0.885177453	479	0.411060098	0.000296746	4464	4096	0.917562724
case_069	25	24	10.187637839	0.424484910	0	0	24	24	0.090031975	-0.061858897	480	477	0.993750000	24	23	0.958333333	477	409	0.857442348	477	0.723270884	-0.377972798	4402	3812	0.865970014
case_070	28	24	1.939518394	0.080813266	1	24	24	24	0.034871725	-0.000924525	480	472	0.983333333	24	24	1.000000000	472	413	0.875000000	472	0.514827939	0.090246023	4347	3851	0.885898321
case_071	26	24	3.326147366	0.138589474	1	24	24	24	0.055595753	0.008911142	480	478	0.995833333	24	24	1.000000000	478	424	0.887029289	478	0.455622255	0.136346973	4439	4002	0.901554404
case_072	23	24	2.577778241	0.107407427	1	24	24	24	0.034755436	-0.004075538	480	479	0.997916667	24	24	1.000000000	479	429	0.895615866	479	0.442154955	0.100060975	4478	4089	0.913130862
case_073	21	24	4.282747782	0.178447824	1	24	24	24	0.049846015	-0.010929945	480	475	0.989583333	24	24	1.000000000	475	429	0.903157895	475	0.420606686	0.139853508	4403	3975	0.902793550
case_074	20	24	3.764679441	0.156861643	1	24	24	24	0.025406789	0.015535358	480	480	1.000000000	24	24	1.000000000	480	437	0.910416667	480	0.397322380	0.171530333	4482	4118	0.918786256
case_075	20	24	4.488469194	0.187019550	1	5	24	24	0.041377066	-0.015585845	480	478	0.995833333	24	23	0.958333333	478	428	0.895397490	478	0.477247049	0.168586198	4442	4001	0.900720396
case_076	27	24	3.787917610	0.157829900	1	9	24	24	0.054143603	-0.002882948	480	477	0.993750000	24	23	0.958333333	477	421	0.882599581	477	0.520018572	-0.101367232	4423	3948	0.892606828
case_077	25	24	7.848255329	0.327010639	1	14	24	24	0.086573922	-0.024901365	480	479	0.997916667	24	23	0.958333333	479	426	0.889352818	479	0.428472934	0.113731120	4479	4061	0.906675597
case_078	31	24	6.325664220	0.263569342	1	7	24	24	0.158062665	-0.156281700	480	479	0.997916667	24	22	0.916666667	479	400	0.835073069	479	0.720258394	0.256660317	4455	3751	0.841975309
